message,genre,related
wife pregnant suffering month old son,direct,1
every hour say grace ask forgiveness mercy haiti faith god get u send message people,direct,1
survivor escaped rubble portauprince nothing eat department north west,direct,1
please need help please send food u live route freres,direct,1
please need water food suffering lot need tent sleep please help u,direct,1
journalist cold said earthquake magnitude true share message world radio,direct,1
survivor husband died left child renting house destroyed dont know everything,direct,1
need little help asking find,direct,1
thank understanding,direct,0
smell corps make impossible u stay delmas especially near pie suly need tent sleep sleeping street please,direct,1
water tent food trash everywhere dead body rubble delmas around fort dimanche please help u,direct,1
im student part faculty port au prince nothing help please,direct,1
father dont place sleep please asking help,direct,1
u please help live carfour lamantin rue demokr,direct,1
area tiburon aid please help u,direct,1
good evening lot problem one help,direct,1
passport expired get visa dominican republic,direct,0
salutation name jesus christ made u,direct,1
would like find supplementary information,direct,0
need help house collapsed lost everything family refugee lost brother need help,direct,1
wnat go cuba help,direct,1
would big response minute,direct,1
food distribution reach area live paloma rue lemoine please,direct,1
4636 please give information school university functioning port au prince year see reopening ill wait response,direct,1
citizen take step immigration find family heshe older,direct,0
thing arent good send something bls riyl charles need tent food medicine,direct,1
would like know boat senegal kite arriving,direct,0
need tent sleep dont food left chemin lespinasse tabarre inside,direct,1
year old young haitian witness jan earthquake traumatize country work high cost living,direct,1
earthquake destroyed home gonaives also kanal bwa th section,direct,1
aftershock stop,direct,1
victim earthquake need help money go back home could lease,direct,1
today shake aftershake another earthquake,direct,1
long take earthquake end,direct,1
school reopened,direct,0
id like informatin please,direct,0
want know victim passport acquire one please thank,direct,0
people saying another earthquake like tuesday true yes,direct,1
would like know going happen evening,direct,0
